peak ID,Title,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,Model masses,Adduct,Isotope,Comment,Reference RT,Reference m/z,Formula,Ontology,InChIKey,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,RT similarity,Dot product,Reverse dot product,Fragment presence %,Total score,S/N,MS1 isotopes,MSMS spectrum,Predicted Label,Prediction Probability
558,Unknown,15587,7.44535,7.594467,7.718333,353.2302,3845.875,27909.90234375,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,122.8173,353.20438:18 353.23017:785 354.23314:196 354.33463:38 355.06942:439 355.20243:24 356.0713:187 357.06718:89 358.06815:31,179.31706:20 201.08389:21 219.10658:20 225.09772:92 225.10947:57 299.20236:36 312.05658:20 317.19293:54 335.20059:48 351.65643:21 353.23175:2801,0,0.22155115318265048
561,Unknown,16005,7.62445,7.76535,7.894917,357.2038,4095.875,24950.31640625,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,66.11018,357.07041:99 357.20379:778 358.06583:27 358.21053:176 359.21496:33 361.20197:18 361.27464:23,55.0537:4 57.06839:3 67.05408:5 69.03191:4 69.07101:9 71.05006:19 73.047:110 74.04489:8 75.04359:29 79.05216:4 79.05826:4 81.06863:9 83.04795:7 85.06379:5 89.05789:4 91.05235:10 93.06984:21 95.08553:18 97.06583:9 99.04215:7 101.06106:10 105.06851:19 107.08573:27 109.10268:9 111.04236:10 111.08162:8 115.03185:4 115.05393:15 117.05831:4 117.07209:12 119.08641:24 121.06504:137 121.09956:7 123.07956:17 125.06026:13 127.08108:4 128.06096:5 129.06686:10 131.08488:27 133.06427:3 133.10387:13 135.08014:214 137.05951:12 137.09509:4 139.07294:9 143.08401:6 145.06429:9 145.09972:24 147.08076:46 147.11763:9 149.0968:36 151.07475:15 151.1097:6 153.08998:4 155.07095:10 155.08438:9 157.06467:6 157.1003:18 158.07121:9 159.07974:68 159.11562:7 160.08902:9 161.0965:411 161.13133:6 163.07587:7 163.11217:13 165.07236:5 165.09251:22 165.12778:7 167.08353:6 169.10049:7 171.08214:32 171.11548:35 172.08757:3 173.09595:60 173.12949:12 175.11118:37 177.09108:25 178.07736:7 179.08475:6 180.09103:4 181.06583:9 181.10146:6 183.0817:10 183.10291:9 183.12413:4 185.07404:6 185.09537:181 185.13138:20 187.11201:219 189.08836:74 189.12341:10 191.1076:19 191.14149:6 193.10216:12 193.12123:5 194.07056:6 194.10742:3 195.0797:15 196.0887:15 197.09756:22 198.1035:7 199.11061:54 200.12166:6 201.12692:19 203.08914:4 205.12125:8 207.11549:5 208.08583:5 209.09811:53 209.13072:4 210.10292:17 211.11156:305 212.1169:8 213.08887:5 213.12749:100 215.10986:7 215.14294:11 217.10432:5 218.11223:6 219.11812:5 219.13844:4 220.12341:7 221.09457:7 221.13103:8 222.10294:13 223.10626:7 223.11212:46 223.1458:4 224.11333:7 225.12706:77 227.10822:10 227.14368:50 229.12326:7 231.1368:63 233.13219:9 234.10309:5 235.1106:41 235.14667:10 236.12025:15 237.12755:125 238.13548:28 239.14252:47 240.15167:11 241.15839:29 243.10324:5 245.10194:5 246.10361:12 247.11191:11 247.15044:6 248.1192:10 249.12854:38 250.13219:9 251.14404:124 253.12711:6 253.15831:368 255.17435:45 259.11365:6 260.12137:9 261.12787:28 262.13156:5 263.14035:23 264.15268:7 265.11908:7 265.16058:29 266.99945:24 267.13882:24 267.99832:20 268.14438:6 268.99582:89 269.15341:31 270.14017:6 273.12747:5 274.1312:11 275.14166:15 275.17746:4 277.15677:33 278.16461:10 279.1366:57 279.17429:79 280.18085:82 281.15475:6 281.18927:33 285.14825:9 287.00854:9 288.14896:10 290.16595:4 291.17542:33 293.15594:11 293.18784:47 295.17014:14 297.1507:50 297.17941:7 299.20059:9 303.173:82 306.16049:6 307.16473:2 309.18677:25 311.16702:11 311.20334:18 315.15692:18 321.18417:95 324.99014:15 327.19226:4 329.20969:6 339.18405:11 339.19489:67 341.01718:33 357.06494:39 357.20575:141 357.35214:12,0,0.030127090301003346
564,Unknown,16027,7.51495,7.7723,7.940183,320.2944,4710.4375,29499.224609375,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,376.1941,320.05056:37 320.29437:887 321.18622:144 321.29691:197 322.18664:40 324.20978:17 325.21489:26,58.06429:390 65.03858:18 84.07757:9 91.04487:10 91.05422:1300 97.02721:10 108.04346:26 136.1132:9 187.108:10 198.21942:10 210.22514:32 212.2383:75 219.14281:5 228.23236:1601 302.28439:14 320.27655:20 320.29587:3704,0,0.11252819492235638
567,Unknown,16060,7.666167,7.802433,7.9785,373.2033,5968.8125,39101.8828125,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,98.59133,373.09915:29 373.2033:1061 374.20387:287 374.28921:34 375.21528:175 376.21664:39 376.30601:1066 377.23457:26 377.31074:207,55.05509:41 67.05561:21 69.07094:10 71.08551:10 73.04692:204 75.04266:48 80.04967:31 81.07118:31 83.04874:26 85.06279:24 91.05131:18 92.78151:10 93.07068:111 94.0416:10 95.04815:44 95.08543:78 97.02903:93 97.06476:32 99.04302:23 99.08302:25 101.05897:61 105.0704:32 107.08358:58 108.04638:81 109.06365:84 111.0443:29 111.08149:61 113.05736:44 115.07589:18 119.08306:20 119.08627:86 121.06383:119 123.0805:59 125.06998:56 125.09959:22 129.06895:22 131.05893:19 135.07999:207 136.0593:623 137.06165:43 137.09723:57 137.20055:10 139.07393:34 145.04642:21 145.10072:43 146.07063:12 147.07704:39 149.09544:34 150.05696:34 151.0806:42 153.09102:63 157.0657:28 158.07227:21 159.08205:156 160.08759:28 161.09631:804 161.11249:40 163.07443:86 165.08855:45 171.07938:93 172.08737:62 173.08929:35 173.09833:401 175.10966:161 176.99435:31 177.09088:45 178.08763:20 181.08014:24 182.07216:10 183.08148:33 183.10138:158 184.08694:30 185.0965:551 186.05666:27 187.11314:141 189.08949:36 189.12454:22 195.07947:36 196.08711:19 197.09459:48 199.07027:44 199.11314:144 201.09332:92 201.12949:97 203.08192:69 204.06238:97 208.08842:48 209.09505:46 210.10269:47 211.10989:310 213.11723:43 213.12868:187 213.4995:10 215.14127:22 217.08096:16 220.08972:21 221.09142:20 222.08952:32 222.10561:40 223.11188:99 224.12187:20 225.11504:52 225.12827:125 226.13545:32 227.10352:61 227.1449:96 229.11707:21 229.123:55 231.11417:24 233.09599:42 233.13191:16 235.11183:72 236.11998:85 237.12878:156 238.13521:21 239.14073:103 241.12767:43 241.1566:68 245.10013:28 246.10638:23 247.11163:52 248.11583:31 249.12827:158 251.10803:37 251.14375:805 252.15144:35 253.12215:82 253.1393:52 253.15802:109 255.13335:24 257.11636:24 260.11792:32 261.12442:55 262.14078:33 263.14484:192 265.11877:26 265.15707:54 266.99756:156 267.13693:153 267.17218:58 268.00122:29 268.99872:80 269.15149:125 269.19168:37 275.14624:165 276.15042:48 277.12543:33 277.15808:278 278.16428:126 279.1412:62 279.17395:402 280.14444:21 281.12646:27 281.15277:295 281.17908:51 281.19717:10 284.03:27 286.13535:29 289.15625:71 290.12888:32 291.13492:50 291.1734:195 293.15729:67 295.14456:32 295.16812:104 296.18118:12 297.15204:26 297.18414:43 301.16022:70 302.03867:166 304.14804:53 306.16187:56 307.16956:154 309.18298:202 311.16321:76 312.04745:63 313.14456:26 319.1684:194 320.05341:454 325.17712:54 327.1972:185 329.17908:11 337.18265:179 355.06866:60 355.19058:351 357.0701:37 357.11456:11 373.1839:22 373.2085:30,0,0.05333333333333334
570,Unknown,16126,7.732267,7.8713,8.055017,277.2157,24277.1875,191635.90625,,[M+H]+,M + 0,similar chromatogram in higher mz_572; similar chromatogram in higher mz_574; similar chromatogram in higher mz_576; similar chromatogram in higher mz_578; similar chromatogram in higher mz_579; found in higher mz's MsMs_580; found in higher mz's MsMs_576; found in higher mz's MsMs_574; found in higher mz's MsMs_572,,,,,,,999,False,False,False,,,,,,527.6578,277.20099:70 277.21567:5163 278.17621:20 278.22036:1123 279.09091:138 279.16134:114 279.21539:39 279.22358:193 280.09734:57 280.16297:35 280.22861:31 280.26471:30 281.05135:471 281.24695:34 282.04978:185,51.02361:12 53.03948:11 55.01875:30 55.05439:210 55.93361:7 57.03429:18 57.07131:25 57.07724:7 59.05368:7 65.04169:7 67.05484:992 69.07096:210 71.04835:54 77.0378:84 79.05472:676 81.07033:832 81.55563:7 83.04967:33 83.08452:111 85.06464:31 87.0443:15 91.05602:198 93.06977:1108 95.08546:544 97.0648:49 97.10054:29 99.08014:21 105.07145:169 107.08566:594 109.09748:19 109.10158:182 111.08154:27 113.05845:16 117.06565:17 117.07095:64 119.07669:10 119.08525:238 121.06388:14 121.10163:1385 123.11754:37 125.09745:22 129.06454:13 129.07011:31 131.08366:87 133.1015:145 135.11765:953 137.0927:18 137.12943:12 143.08508:36 145.10078:90 147.11752:119 149.09669:50 149.13022:288 151.1132:23 157.10139:69 159.11797:147 160.97324:22 161.09512:33 161.13246:152 163.1133:56 163.14836:47 165.12766:27 169.1246:13 171.11664:114 173.13194:87 175.14735:84 177.12749:44 179.14235:26 181.12111:42 183.13727:20 185.13124:56 189.1273:30 189.16505:14 191.13593:13 193.11974:24 195.13843:52 199.1492:21 209.149:14 209.15466:28 213.16026:12 217.19373:24 221.15273:36 231.21562:20 235.16905:70 241.19476:69 259.20657:164 277.2153:469,0,0.0
572,Unknown,16126,7.728817,7.8713,8.037567,295.2259,27057.125,194449.828125,,[M+H]+,M + 0,found in higher mz's MsMs_580,,,,,,,999,False,False,False,,,,,,435.7356,295.18713:30 295.21576:119 295.22587:6008 296.23059:1055 297.08155:82 297.23194:136 298.08603:34 298.27562:20 299.29568:20,53.03803:26 55.05437:475 57.03352:52 57.06981:44 59.04839:27 65.03613:11 65.03771:24 67.05401:948 69.07012:642 71.04998:202 71.08469:18 73.06535:29 77.03948:57 79.04771:13 79.05381:510 81.0703:989 83.04874:96 83.08538:163 85.0646:217 91.05318:233 93.07068:992 95.0491:12 95.08543:937 97.06379:129 97.08987:31 97.10146:240 99.08009:72 105.0694:237 107.0491:12 107.08663:583 109.06263:25 109.10051:420 111.07942:97 111.11455:13 113.0584:13 113.09489:18 115.07378:11 117.06984:151 119.0852:385 121.1005:1143 123.11531:98 125.0963:166 127.11078:13 129.06784:49 131.08586:128 133.10031:303 135.07999:16 135.11646:553 137.09608:64 137.13167:18 139.11208:196 143.07799:9 143.08502:51 145.09955:95 147.11627:211 149.09544:45 149.13016:232 151.10831:70 153.09222:14 153.12498:22 155.10619:20 157.09888:64 159.11047:22 159.11667:143 161.0988:14 161.13364:173 161.15729:7 163.11324:79 163.14703:54 165.12003:13 165.12885:30 167.10741:16 167.14163:60 169.11943:18 171.10118:23 171.11656:135 173.13316:70 175.14989:70 177.12741:83 177.16394:13 179.14359:54 181.12103:34 181.13026:7 183.13719:49 185.11649:62 185.13116:110 186.13821:7 187.14667:18 189.12724:52 189.16229:50 191.14534:27 193.11964:13 195.13698:76 197.1579:13 199.1505:30 201.16563:23 203.12802:12 207.13782:34 207.17592:27 209.15317:28 213.16161:21 217.16042:13 217.19942:12 221.14972:22 231.17528:18 233.19328:7 235.17346:40 239.18015:13 241.19009:29 241.19618:103 249.18242:14 259.19858:20 259.20645:264 277.21521:415 295.2254:49,0,0.0033333333333333335
574,Unknown,16126,7.7149,7.8713,8.023666,313.237,13075.125,91015.359375,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,374.4847,313.20923:30 313.23699:2994 314.2406:493 315.24407:65 316.28401:33 317.21042:27,53.03876:11 55.01803:63 55.02603:12 55.05439:512 57.03355:94 57.06983:86 59.04766:28 63.27816:7 65.03853:28 67.05403:1625 69.03186:39 69.06933:553 71.04918:438 73.06454:43 77.03952:77 79.05384:638 81.07033:1392 83.04878:104 83.07737:14 83.0863:257 85.06102:33 85.06373:200 91.05509:290 93.06977:1233 95.08546:1384 97.0648:125 97.08605:66 97.1015:447 99.07916:60 105.06944:251 107.08566:860 109.10158:560 111.04228:14 111.07947:167 111.11667:39 113.09598:38 115.05175:21 115.07804:22 117.06883:129 119.08632:378 121.10163:1719 123.07947:66 123.11645:150 125.09635:451 127.07547:25 128.06531:18 129.06902:102 131.08592:218 133.1015:348 135.0789:12 135.1051:30 135.1165:890 137.09615:83 137.13287:29 139.11214:288 143.0757:13 143.08977:38 145.10078:118 147.11633:305 149.0955:58 149.13141:514 151.1132:83 153.09108:50 153.12868:29 155.10625:52 157.10017:111 157.12106:23 159.11673:178 161.13246:165 163.11205:114 163.14836:133 165.12514:63 167.14423:60 169.12206:24 171.10252:95 171.11536:223 173.13452:133 175.10715:18 175.14735:149 177.12749:83 179.14235:31 181.12375:78 183.13992:79 185.11925:87 185.13258:167 187.14941:26 189.12598:61 189.16505:56 191.14136:60 193.15515:39 195.1357:99 199.14781:96 201.16293:17 203.1393:22 204.1395:7 207.14073:49 207.17461:24 209.15466:37 213.16312:37 215.18161:14 217.16051:19 217.19661:17 221.15417:69 223.17053:14 227.16122:8 231.17537:18 231.21265:71 235.16754:65 241.19476:145 247.20267:14 249.18407:32 249.22276:35 259.1813:12 259.20499:567 277.18756:12 277.21695:733 295.22888:81 313.23837:24,0,0.0033333333333333335
576,Unknown,16126,7.721867,7.8713,8.016717,331.2477,8631.5,60384.9765625,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,389.2579,331.24771:1713 332.25115:302 333.20422:19 333.25253:57 335.22213:32,55.0544:266 57.03282:87 57.07058:29 59.04767:25 65.03933:15 67.05405:916 69.03514:32 69.07098:392 71.04837:469 73.06372:18 75.02573:7 77.04039:41 79.05386:399 81.07035:1313 83.0488:63 83.08543:200 85.06466:185 87.04432:13 91.05511:172 93.07074:781 95.08549:895 97.06386:141 97.09959:170 98.98358:122 99.08016:196 105.06846:200 107.08467:802 107.53148:7 109.06372:18 109.10058:561 111.08053:88 111.11566:36 113.05952:45 113.096:83 115.07386:15 117.06143:13 117.06886:71 119.08528:339 121.10166:1634 123.08058:70 123.11756:133 125.09857:226 127.0755:16 128.06201:16 129.07014:49 131.08482:193 131.10727:17 133.09927:275 133.5022:7 135.11768:836 137.09503:46 137.13405:60 139.11102:294 141.09048:29 143.0816:21 143.09215:11 145.10083:116 147.07951:14 147.11755:344 149.09673:151 149.1087:19 149.13145:349 151.11203:103 153.1263:47 155.10628:141 157.1002:89 157.12109:34 159.11678:285 161.13374:126 163.11334:78 163.14214:16 163.14841:65 165.12643:114 167.10625:37 167.14554:20 169.12209:39 171.10385:43 171.11667:157 173.13197:134 175.11238:30 175.1487:126 177.12752:99 179.14107:36 181.12643:35 183.13864:86 185.11661:228 187.1508:25 189.12871:46 189.16241:42 191.14275:30 191.15088:7 193.1225:19 193.15656:26 195.13573:72 199.1451:65 201.16298:17 203.14491:37 207.13515:31 207.18875:7 209.15331:48 213.16318:37 217.1562:13 221.15424:60 231.17393:16 231.2112:47 235.1676:78 235.20518:10 239.92072:7 241.19328:135 245.2323:7 249.18567:54 249.21973:15 259.20505:490 277.20557:27 277.21701:720 295.22559:98 313.22977:14 331.20642:30,0,0.0
578,Unknown,16126,7.721867,7.8713,8.009767,353.2317,4583.625,32012.96484375,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,143.9913,353.23171:832 354.23469:197 354.2845:22 355.07097:519 355.19104:37 355.20952:31 356.06914:184 356.19679:27 357.06872:104 357.20581:36 358.0697:37,55.05432:5 57.0705:5 67.05636:4 71.08628:5 73.0477:6 81.07024:3 91.05124:3 93.0706:4 95.08344:4 99.08099:4 101.05988:4 111.04318:3 117.99221:2 119.08511:3 121.06265:8 123.11739:4 125.13129:5 131.08351:4 133.06177:3 147.11972:4 165.0733:3 173.13045:4 183.11185:3 186.12871:9 188.14558:18 197.15224:2 204.13924:14 207.08687:6 216.13579:6 225.09427:42 225.10896:39 235.11465:4 243.10736:6 245.16287:4 265.01483:5 271.09106:4 279.1803:3 299.18304:5 317.19397:13 317.21143:4 335.20523:40 353.16833:4 353.18491:10 353.23096:2462,0,0.21358155302393636
580,Unknown,16137,7.732267,7.884433,8.0133,376.3044,13278.8125,101329.4375,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,356.2213,376.23211:24 376.30437:2368 377.311:456 378.30753:73 379.25:19 380.16116:52,57.03356:11 65.03933:7 67.05405:27 69.07017:13 71.0492:21 77.03609:7 81.06859:71 83.08543:20 91.0523:13 91.05698:7 93.06979:53 95.0874:40 97.06579:10 98.98261:12 99.07918:34 105.07449:7 107.08568:40 109.10058:34 111.11566:16 115.07175:7 117.09325:7 121.10166:142 123.08058:19 123.73398:7 125.09638:38 131.10838:7 133.10153:24 135.11655:59 139.11333:27 145.1032:15 149.09554:11 149.13025:49 151.11324:13 153.1263:7 155.10628:25 157.11987:16 159.11552:13 161.13374:28 167.09991:13 169.12463:7 171.11667:27 175.1487:15 177.12491:11 177.16797:7 179.1424:13 181.16205:7 183.13731:19 185.11661:54 185.12195:31 189.16106:8 193.15656:11 195.13573:22 199.14786:7 201.15324:13 209.15331:12 218.09184:7 231.21864:8 241.19786:29 257.1008:7 259.20822:72 264.17169:7 276.07568:7 277.21539:199 295.22559:88 310.19409:7 313.24191:14 335.12854:7 338.19885:14 348.06235:7 368.77917:7,0,0.030602490737362747
584,Unknown,16951,7.992434,8.1704,8.361967,320.2943,15007.1875,100289.015625,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,1594.724,320.05404:45 320.2733:47 320.29435:3018 321.29689:673 322.29924:73 324.21682:34 325.21487:72,55.05434:12 57.07052:3 58.06568:1414 65.03847:47 67.05477:6 69.06927:20 71.04911:4 81.06849:5 83.08622:5 90.76152:4 91.055:3196 92.05864:4 95.08442:4 97.02801:4 97.10141:4 108.04531:33 109.10045:3 118.07424:4 131.08467:4 134.09506:3 136.11411:14 199.22649:4 204.06506:7 210.22337:6 212.23792:6 227.48174:4 228.21567:8 228.23344:3907 229.23567:6 240.08443:4 302.23615:4 303.04791:5 319.24527:6 320.05148:16 320.27426:21 320.29529:8340,0,0.11252819492235638
589,Unknown,17061,8.08975,8.243533,8.382816,374.2891,8471.6875,59228.359375,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,61.66905,374.20941:21 374.25493:25 374.28906:1449 375.19804:32 375.29109:311 376.23551:27 376.30016:109 377.30107:22 379.24769:37,53.04093:4 55.05296:5 66.03928:2 67.05326:5 69.06855:4 73.04782:31 74.04655:8 75.04358:7 79.05214:4 81.06684:7 83.08545:10 85.06468:7 90.01792:2 93.07076:8 95.08742:6 97.03008:17 98.03013:5 98.9836:19 105.06949:5 107.08469:6 108.04444:15 109.04635:8 109.10163:13 111.08159:9 113.09499:4 117.07525:4 119.03183:8 119.08638:10 120.03929:4 121.10169:9 122.05828:4 123.05343:5 125.07119:12 125.0975:7 126.05321:3 126.07192:3 131.08485:8 133.10269:9 135.08238:6 136.06285:212 137.06522:57 137.09506:4 145.10204:8 147.07954:4 149.06924:4 149.09438:4 150.05228:7 151.05904:4 155.10387:9 157.10025:6 159.11557:11 160.0741:3 162.1021:2 167.10503:7 167.14432:4 171.11671:5 174.9931:7 175.10982:4 176.07108:5 176.99451:10 178.08647:3 179.08864:3 181.11855:4 183.13603:4 185.11932:8 187.11195:4 189.16112:3 193.11845:6 193.12801:5 199.1479:6 203.08211:4 204.06676:14 205.06784:9 211.13145:4 214.07158:3 215.17883:4 221.09889:4 223.07985:4 229.19444:5 233.08572:5 233.1875:7 235.16615:10 239.18034:7 247.20586:7 254.15901:4 257.1889:22 258.03696:3 266.9978:11 267.97577:4 267.99664:31 268.99734:8 269.98544:4 269.99509:19 275.17899:9 275.20013:91 284.02859:5 285.03397:6 288.00247:3 293.21127:32 294.21927:4 301.0567:6 302.03891:42 303.04663:40 304.04404:8 312.0408:4 312.04773:11 320.05194:57 321.05585:41 322.05078:8 330.05679:7 331.05664:7 356.07269:23 357.00189:4 358.06769:9 374.18665:4 374.20563:5 374.2644:6 374.35925:6,0,0.020679623283094965
591,Unknown,17182,8.093166,8.310416,8.51855,442.3165,9906.3125,76899.1640625,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,210.6641,442.31826:1976 443.3208:493 444.32034:82 445.12037:201 446.11779:91 447.12048:70,55.01656:5 55.05365:20 57.03427:65 57.07204:4 66.0464:4 67.05482:29 69.0351:11 69.07094:33 71.04999:69 77.04208:4 79.05382:46 81.03324:11 81.06943:79 81.08708:4 83.08628:25 85.0628:15 91.05319:77 93.07069:113 95.05007:13 95.08448:72 97.06381:51 99.08011:36 105.07042:87 107.04911:18 107.08461:79 109.06469:42 109.10564:31 111.08047:21 113.05946:13 115.0759:22 117.06986:97 119.08629:99 121.06277:44 121.09944:60 123.07943:29 123.1175:19 125.05904:9 125.09741:21 127.07764:10 128.06194:8 129.0712:28 129.08679:7 131.08588:116 133.06413:11 133.08563:6 133.10146:89 135.08002:62 135.11533:17 136.06389:8 137.09381:23 139.07742:19 141.07411:15 143.08388:36 145.1031:39 147.08063:36 147.11273:9 147.11629:74 149.09785:97 149.13257:51 151.07339:14 151.11073:45 153.09103:32 155.08421:51 155.1062:14 157.10013:59 157.11487:4 159.08083:37 159.11545:61 161.13116:52 163.0757:20 163.1095:26 165.09108:32 165.12761:43 167.08716:18 167.11124:11 169.10287:57 169.12328:26 171.11659:91 173.09708:21 173.1319:44 175.11229:45 177.09221:102 177.13004:20 179.10687:17 181.08412:12 181.09995:26 183.10139:9 183.11865:40 185.09651:25 185.13252:39 187.11316:31 187.14536:12 187.14803:30 189.11917:11 189.12592:48 191.10471:25 193.10062:16 193.12376:36 195.10551:37 195.1192:20 195.13974:17 197.09186:8 197.13315:44 198.15297:8 199.11041:34 199.14638:12 201.11143:6 201.12811:25 203.1057:21 203.14482:10 205.09998:8 205.12384:31 207.14069:31 209.13052:27 211.10851:9 211.13129:8 211.14554:38 213.1144:7 213.12871:23 213.16592:21 215.14273:27 217.12143:35 217.159:12 219.13821:13 221.12059:16 221.13371:31 223.1075:7 223.14703:40 225.12242:11 225.15919:7 225.16655:19 227.14343:29 227.18037:12 229.12305:12 229.15717:21 231.13805:16 233.13194:11 233.1544:20 235.1329:18 235.14642:32 237.1273:8 237.16203:18 239.14531:27 241.15816:23 243.1412:9 243.17178:7 245.15082:17 247.13016:8 247.16714:12 249.14996:8 251.13913:15 251.17642:12 253.15338:19 253.15961:20 255.13652:8 255.17253:12 257.15411:44 259.16547:27 261.15137:15 261.18307:7 263.17825:11 265.15231:7 265.19543:18 267.17862:9 269.19174:12 271.16718:44 273.1839:41 275.1658:14 277.1777:7 279.15762:8 279.21332:10 283.1683:8 285.18106:10 287.19763:6 289.19128:10 291.19351:13 295.97037:4 297.22137:16 307.2074:48 315.23145:8 325.2019:11 325.21429:87 343.22711:170 361.23898:111 379.24933:31 397.2561:33,0,0.0033333333333333335
595,Unknown,17193,8.123584,8.323684,8.51855,397.2585,4871.9375,33720.6953125,,[M+H]+,M + 0,found in higher mz's MsMs_591,,,,,,,999,False,False,False,,,,,,164.5885,397.25854:813 398.26149:256 398.29279:37 399.26375:41 400.0143:26 400.30256:26,55.01656:8 55.05292:32 55.05801:10 57.03427:66 59.04915:7 67.05402:86 69.03429:9 69.07013:41 71.04833:114 73.06369:10 79.05469:95 81.06943:97 81.07825:4 83.04965:19 83.08539:39 85.06371:35 91.05506:71 93.0688:114 95.05103:16 95.08639:68 97.06381:54 99.04303:8 99.08011:23 105.06941:68 107.04911:21 107.07345:8 107.08563:79 109.06469:49 109.10257:15 111.04431:10 111.08047:48 113.05842:13 113.0949:9 115.05382:16 115.0759:44 117.06455:8 117.07092:80 119.08629:111 121.06492:40 121.09944:35 123.08161:54 123.11641:15 125.05794:8 125.09631:14 127.07433:21 128.05861:9 129.07008:53 131.08588:114 133.10033:65 135.08115:81 135.11647:15 137.05939:7 137.0961:22 139.07048:9 139.07626:20 141.06946:10 143.08388:30 145.10075:37 147.08063:41 147.11629:88 149.09546:86 149.13257:26 151.07219:10 151.11073:31 153.09225:32 155.08299:35 155.1062:19 157.09399:10 157.10013:69 159.07959:40 159.11421:53 161.13116:57 161.14362:4 163.0757:31 163.1095:21 165.06841:6 165.08604:8 165.12634:22 167.08463:17 167.10744:11 168.09224:7 169.10161:46 169.11946:28 171.11659:92 173.0932:12 173.09578:31 173.1319:47 175.11099:50 177.0909:99 177.12743:19 179.08456:15 179.10556:16 179.14362:7 181.08279:6 181.09995:31 181.12106:14 183.11732:38 185.09918:31 185.1312:31 187.11182:26 187.14803:9 189.12592:28 191.10606:20 191.14671:4 193.10062:10 193.12241:24 195.11783:19 195.13974:13 197.09599:9 197.13315:46 199.10902:27 199.15051:15 201.12534:21 203.1057:9 205.12103:21 207.11528:12 207.14349:12 209.13193:16 211.14127:12 211.14696:19 213.12585:20 213.16306:14 215.1413:23 217.12288:22 219.11356:7 219.13387:8 221.11768:10 221.1308:20 223.14557:11 225.12683:17 225.16066:14 227.14047:14 229.15717:8 231.13805:16 235.12839:9 235.14493:12 237.16354:15 239.14227:22 241.15816:10 247.17331:7 251.17642:15 253.15961:12 255.1741:13 257.15256:26 259.16861:7 269.18851:6 271.16397:12 273.14664:8 273.1839:7 275.16092:9 285.17776:6 293.17413:6 297.22137:15 301.17896:4 305.21069:4 307.20566:15 325.21606:46 343.22531:27 352.06418:4 361.23712:38,0,0.006666666666666667
598,Unknown,17567,8.250484,8.460834,8.471334,318.2796,3806.1875,15363.7900390625,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,279.0331,318.27958:748 319.15987:179 319.28247:173 320.16239:65 320.28518:72 323.18466:19,58.06495:404 65.03849:10 73.09131:2 81.07028:4 83.08536:5 85.06549:4 89.06054:2 91.05503:905 93.06876:3 95.08445:5 107.08457:4 109.10151:8 123.11637:4 135.04236:2 136.10957:4 155.08539:4 170.19449:4 172.11948:4 174.1342:4 183.03635:4 226.18552:5 226.21649:1204 263.09546:4 282.26495:5 318.24954:23 318.27927:2141,0,0.11252819492235638
601,Unknown,17710,8.40705,8.5351,8.706233,392.3013,2927.875,22196.67578125,,[M+H]+,M + 0,,,,,,,,999,False,False,False,,,,,,98.37497,392.30134:541 393.30385:137 394.30763:36,149.02246:130 150.02937:158 161.09261:20 168.03506:30 185.06052:20 275.19995:38 293.21106:48 392.34189:21,0,0.1866055731309988
