PeakID,Title,Scans,RT left(min),RT (min),RT right (min),Precursor m/z,Height,Area,Model masses,Adduct,Isotope,Comment,Reference RT,Reference m/z,Formula,Ontology,InChIKey,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,RT similarity,Dot product,Reverse dot product,Fragment presence %,Total score,S/N,MS1 isotopes,MSMS spectrum,Predicted Label,Prediction Probability
1924,Unknown,19129,10.04705,10.20973,10.56085,451.3627,10334.6875,81357.8125,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,475.2027,451.36269:2279 452.35457:138 452.36708:535 452.39419:3111 453.36842:136 453.39764:859 454.36877:44 454.40011:156,57.0698:37 70.07254:10 71.08633:24 83.08804:10 87.04607:30 87.05156:10 89.05962:1439 89.092:10 93.24759:10 97.10241:20 119.08411:10 131.06451:22 131.07237:34 133.08672:670 151.09262:34 165.08977:10 169.19463:16 171.1114:10 175.01755:20 177.11172:320 182.12636:10 185.1218:10 195.12189:64 228.235:10 231.13052:10 239.14978:130 283.0379:50 283.1748:424 311.20465:10 338.02014:11 339.09695:76 367.08658:10 369.09332:19 369.68491:25 370.88651:11 387.18414:11 395.16422:37 410.70078:17 451.21091:32 451.28586:32 451.31293:29 451.33585:59,0,0.02047144090126845
1948,Unknown,19140,10.11563,10.2232,10.52042,452.3948,15893.6875,104092.2734375,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,1053.02,452.34681:53 452.36975:594 452.39477:3175 453.39822:828 454.3986:179 455.40218:43 457.23656:88 457.31831:39,85.10076:21 88.77862:20 89.05963:1390 90.06248:106 103.04049:101 115.07693:20 117.09317:20 121.09726:20 131.07463:11 133.0856:1456 134.08945:55 149.02362:20 151.09866:187 175.09151:20 177.11174:445 178.11378:70 195.08083:21 195.1219:163 199.09515:20 207.12511:52 233.11543:21 239.1498:4061 250.00786:21 283.17484:99 284.18198:142 370.67325:82 407.30084:21 407.34042:30 424.25229:21 452.36737:36 452.3924:312,0,0.02418338248119894
1350,Unknown,18315,9.03205,9.2411,9.36545,453.1662,4416.9375,21197.111328125,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,157.674,453.1643:905 454.17278:386 454.33784:165,57.0757:20 59.05062:45 67.05718:20 89.05589:29 89.06144:65 95.08538:55 97.10045:23 109.11172:20 111.11656:20 125.06883:20 133.09007:58 134.09166:38 151.11066:36 160.0565:20 171.13571:190 177.11298:26 184.07355:26 210.185:59 219.13518:21 223.08392:20 226.17957:53 227.21274:44 239.13908:26 239.14819:77 240.15433:75 245.08926:21 263.0668:21 267.06311:21 277.20038:21 277.22159:42 312.26035:32 325.29187:20 343.12158:21 371.17151:21 407.18198:21 435.18661:32 435.26431:61 436.32437:21 453.16605:3311 453.22449:59 453.4165:32,0,0.07895039990836898
1823,Unknown,18865,9.798883,9.922234,10.14252,454.3737,8676.375,61329.9921875,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,382.9356,454.37365:1819 455.21195:23 455.33536:57 455.3772:576 456.37976:102 457.24088:75 457.29957:28 457.34988:47 459.2428:25 459.28061:300 459.33103:175,57.07058:31 57.07576:4 59.04766:9 61.02778:4 71.08472:33 73.06455:21 85.10262:28 87.04522:52 89.06061:2816 91.07381:24 95.08356:8 97.09958:7 99.11723:16 101.05804:9 105.53721:4 107.07045:19 117.09005:10 123.11646:8 131.06909:11 133.08681:2183 134.08612:11 135.08917:7 135.10057:6 151.09634:57 155.18074:19 175.0929:10 177.11314:1351 195.12338:248 199.16858:7 199.20593:9 221.1367:90 239.14691:218 240.14697:14 241.15976:8 243.23303:13 243.24373:8 255.21178:8 265.16678:30 283.14368:7 283.17502:3679 313.2731:38 370.19614:8 372.66916:12 373.72589:5 393.24155:8 413.20206:8 437.34924:49 454.2356:6 454.27948:27 454.35678:29 454.36932:46 454.44873:8,0,0.005628652549935624
777,Unknown,18073,8.57455,8.936216,9.046166,455.2641,30003.5625,175895.09375,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,1071.01,455.2641:7435 455.30384:81 455.33312:46 456.22675:62 456.24978:90 456.26863:1924 456.3147:86 457.22186:59 457.27008:344 457.34974:44 458.21596:51 458.27052:92 458.32508:60 459.23845:111 459.28046:94 459.33089:40 460.23474:108,57.06805:25 67.05368:82 69.06978:37 71.08764:26 81.07078:43 85.02892:30 85.10125:67 95.08399:73 97.06523:35 99.07666:39 106.07204:20 107.08608:50 109.09688:35 113.09535:142 117.06818:20 121.06644:44 121.09988:110 123.11794:55 125.09455:26 129.06828:34 129.10616:20 133.06456:53 133.10416:65 135.11803:105 137.1321:83 139.10905:42 141.02214:91 141.12576:20 143.5584:20 145.10352:48 147.11906:149 149.13177:52 151.11115:30 153.13023:37 155.10414:20 161.09422:31 161.13403:42 163.1487:56 165.12672:62 167.1433:66 173.13223:40 175.11134:40 177.12907:38 179.14395:40 181.1293:31 185.11685:39 185.13551:34 187.147:34 189.12624:39 191.14297:40 195.13457:54 203.13953:38 217.1188:33 219.20958:21 221.15582:32 229.12178:50 233.22498:47 235.13161:56 243.21326:87 245.11723:41 247.13342:39 261.14835:51 261.22281:192 271.13177:110 275.16263:41 277.21533:35 279.23471:396 285.14969:38 289.14468:50 305.13022:21 307.14554:57 307.22803:52 313.21921:20 317.14014:21 331.2258:21 345.23129:30 345.24222:41 355.22928:34 357.24045:40 373.23489:41 373.24246:53 383.22644:85 391.24918:53 401.23199:104 409.2576:57 419.2453:130 437.2482:104 437.25641:188 455.20905:33 455.26135:135,0,0.037049421447698724
1546,Unknown,18414,9.22715,9.36545,9.60065,456.3545,5336.75,30076.689453125,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,251.9258,456.35446:1391 457.22184:132 457.26795:93 457.31198:216 457.3539:318 458.32086:113 458.35444:105 459.24052:65 459.28044:502 459.32246:87 459.32876:225 460.23681:103 460.27887:143 461.2405:58 461.30577:226,57.06981:294 61.02622:20 69.06932:70 71.08552:631 73.06452:117 87.04061:28 87.04244:80 89.06058:2412 91.07377:23 101.05899:32 111.12077:20 113.13452:164 117.08895:169 122.10259:20 133.08676:1571 133.10599:20 149.05956:20 157.12347:57 157.1591:388 161.11624:49 177.11308:631 195.12193:44 195.13974:21 199.09381:21 200.19913:89 201.18234:327 221.11185:21 221.13809:119 226.1797:21 235.20506:21 239.15289:70 241.15511:21 245.21068:226 259.20334:21 271.13974:21 283.17654:93 283.28049:21 327.20081:635 351.27737:21 354.17337:21 391.92841:21 395.29492:33 438.23926:38 439.30701:44 439.32755:508 456.19727:42 456.2894:91 456.31451:122 456.3606:85 456.44437:129,0,0.0029349265126442366
44,Unknown,2673,0.9631333,1.0314,1.106733,458.9282,2676.5625,14004.685546875,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,67.99191,458.92821:553 459.93257:62 460.93172:39 461.93406:19,59.02889:2 70.02835:8 74.93666:2 97.0282:69 113.03251:15 119.03403:2 136.06064:3 147.06535:4 152.90451:4 153.01363:2 162.89944:8 180.91026:9 192.93198:3 214.85841:8 220.92998:6 230.91336:10 232.87039:234 238.94101:3 242.86494:32 246.9194:12 248.91669:14 248.92442:103 250.8801:83 260.87616:93 263.93454:4 264.93085:52 266.93228:9 272.9024:4 274.92065:4 282.94272:6 286.87912:9 288.89169:5 295.1012:2 300.89532:17 301.89429:3 304.88919:6 310.88013:26 312.09122:2 317.94235:8 326.88922:11 327.8967:7 328.85062:6 328.87372:22 328.89151:1097 328.92349:4 342.93887:10 344.87311:9 344.89679:294 346.90408:32 360.95258:6 362.90329:4 368.82465:4 378.95206:4 384.76395:4 386.86658:4 397.91339:4 398.90933:11 458.92593:38,0,0.13838659786186158
1351,Unknown,18315,8.936216,9.2411,9.4763,460.2682,156253.1875,769736.8125,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,5015.651,460.22408:393 460.26824:40094 461.27196:9195 462.27466:1953 463.27213:276,57.03321:48 69.03471:155 81.03277:91 83.04738:52 87.04376:41 87.04833:20 89.05913:84 90.01825:77 91.0405:57 91.05359:108 95.0476:20 107.08702:183 111.04675:167 115.05208:51 115.16988:20 117.07022:193 119.0706:44 119.08558:16435 120.08896:51 122.26873:20 127.03931:104 129.05373:493 133.06334:254 133.08595:68 135.08034:3554 135.11223:40 145.0491:30 147.06429:367 151.07851:39 157.1041:40 173.09213:44 207.09708:21 263.12891:61 277.09436:21 281.12311:49 281.13791:789 295.11581:51 397.20084:62 415.16437:44 415.21033:1785 460.24637:56 460.26318:101,0,0.02586332205153677
120,Unknown,10219,3.541883,3.712967,3.83865,460.3103,5892.1875,25422.185546875,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,235.5843,460.27459:24 460.31034:1615 460.76264:19 461.31621:301 462.14825:17 462.31897:80 463.31859:19 464.28549:29 464.3721:49,60.04537:10 70.06598:29 72.08076:11 73.0645:20 82.06363:7 84.08195:16 86.09568:29 87.04425:71 89.05963:1423 91.07468:12 103.0365:13 115.07271:7 120.07783:9 120.08105:25 129.10123:26 131.06902:83 133.07654:12 133.08672:1343 147.11507:7 157.13326:15 159.0919:22 172.09506:7 175.08888:13 177.08041:11 177.11172:888 182.12769:7 185.13248:7 195.12325:17 216.13017:7 219.12364:15 219.13091:7 221.13802:218 222.1494:7 239.15131:35 248.14822:7 253.16422:7 265.16342:95 283.17316:67 309.18982:63 309.20535:20 327.19717:86 343.17981:10 353.21829:16 369.21198:8 371.22641:114 397.24231:14 415.19284:13 415.21683:14 415.25278:959 416.2562:11 454.80374:7 460.26178:13 460.2807:34 460.31226:519 460.34589:14,0,0.03403805324464013
332,Unknown,12232,5.173383,5.285017,5.575284,461.2702,6723.1875,44730.3828125,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,160.3118,461.27024:1429 462.27715:412 463.27251:68 464.28372:138 464.29428:79,72.07999:35 73.06289:34 87.04432:50 88.05235:21 89.06155:99 90.0179:97 103.0973:18 117.09008:19 120.08653:10 121.10814:45 131.07137:37 133.08569:150 134.04414:18 134.11681:56 135.12566:31 147.12469:20 148.13593:50 149.13985:34 150.29372:10 159.10442:32 162.14825:82 163.16093:26 165.13525:241 168.06311:10 177.11578:111 178.06944:67 178.13354:31 178.14401:190 179.12534:27 179.15158:77 189.45107:10 192.16058:81 193.16747:90 194.13602:37 195.14397:32 206.16844:19 206.17265:80 207.18735:19 209.16182:152 217.071:10 221.13966:68 222.09698:99 222.13936:84 222.17004:299 223.17645:100 236.18192:77 237.19386:72 238.16261:40 241.05174:10 250.20029:79 252.17653:17 253.18784:129 265.16364:37 266.19586:98 267.20282:62 280.21027:78 281.21872:86 282.19769:28 283.17178:44 294.22595:61 296.2084:19 297.21478:86 310.14923:17 310.19583:18 310.22174:635 311.23434:19 324.18466:11 324.23761:57 326.21228:32 340.21375:37 354.24185:29 368.25793:11 370.24335:47 383.43225:11 416.21054:187 416.25055:11 461.24063:26 461.27008:185 461.33957:11,0,0.010285104655966538
2064,Unknown,19481,10.39273,10.57437,10.63927,465.3797,8508.5625,56363.609375,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,305.6082,465.37967:1878 466.38471:545 466.41011:2112 467.38235:120 467.41414:560 468.39167:442 468.41289:148 469.39146:144,67.05713:20 87.04323:52 89.05952:2092 99.07801:20 127.14598:20 133.08656:1430 151.09605:33 177.11021:483 177.14021:20 185.04156:20 195.12164:199 239.14647:222 255.24106:21 265.16788:53 283.17447:702 283.19757:36 465.25055:22 465.35626:49 465.42395:27,0,0.027656907932525485
2095,Unknown,19514,10.45943,10.60455,10.89737,466.4083,11980.5,86113.515625,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,1691.179,466.34474:28 466.38073:338 466.41037:2629 467.38261:89 467.41228:618 468.39193:486 468.41951:106 469.35562:29 469.39172:156 469.4257:32 471.3647:26,59.05135:7 85.1007:14 87.0451:40 89.05494:20 89.05957:712 90.06428:46 101.05988:7 103.04042:16 109.0779:7 111.11343:7 121.08638:19 128.14838:7 131.07005:20 133.08551:598 134.08823:24 147.06741:7 151.09615:111 171.13823:7 177.11031:190 178.11757:23 195.1245:80 206.05414:7 207.12355:36 211.2066:17 221.13788:48 235.12067:13 239.1178:25 239.14963:2768 239.30429:11 251.56163:7 253.12663:57 281.15747:7 283.1763:30 284.17685:25 336.01874:7 345.01981:8 421.35547:68 431.3667:7 464.87451:7 466.36789:25 466.37848:25 466.40811:384,0,0.008408510689177185
1297,Unknown,18282,8.653,9.199117,9.3516,468.3881,5241.25,94573.890625,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,1156.006,468.24155:54 468.30731:65 468.35398:84 468.39004:965 469.23905:87 469.3601:93 469.39195:240 470.20361:205 470.33541:209 471.20533:84 471.26066:105 471.3394:152 472.2912:58 472.3402:155 473.27168:224 473.3058:68 473.34845:244,57.07058:64 69.06934:46 83.047:20 87.04339:80 89.05229:69 89.06061:1214 95.08739:83 99.0821:20 101.06198:47 112.11609:20 123.09036:20 131.07135:82 133.08568:1145 151.09634:82 151.14095:20 165.09619:25 169.15906:57 175.14738:20 177.11185:644 184.07507:84 185.15395:47 195.12476:124 195.14394:21 213.17889:21 221.13672:117 226.18275:21 239.14996:556 239.19543:45 239.20454:26 250.99945:21 269.18701:21 281.2269:20 283.17502:1664 293.21118:55 397.30511:52 405.31329:48 415.323:64 424.26065:21 432.31046:21 450.25806:58 451.25079:36 451.35284:28 451.36533:39 468.18454:78 468.25879:59 468.27362:89 468.29697:103 468.34152:41 468.36908:107 468.40939:61 468.44122:41 468.45395:22,0,0.03667363108001606
1925,Unknown,19129,10.07465,10.20973,10.53402,468.3897,246217.625,1437010.125,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,53865.59,468.3897:58891 469.39373:15320 469.44046:71 470.39459:2454 471.37523:55 471.39651:441 472.39524:48 473.30332:119 473.34597:3585,57.07026:57 71.08349:13 73.0633:40 85.10213:24 87.0438:119 89.05917:7509 91.07515:62 99.11469:15 105.27291:10 107.06779:39 131.07056:64 133.08601:11565 151.09663:232 167.17619:10 175.09444:44 177.11208:4867 195.12219:954 212.23541:33 221.13972:381 239.14847:980 260.48337:10 265.16675:203 283.1749:18165 284.18039:34 451.28751:11 451.36038:229 468.38733:178 468.47433:38,0,0.01678824570635693
1675,Unknown,18546,9.42095,9.531266,9.684033,470.3675,6547.25,34878.91796875,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,284.7345,470.33771:58 470.36748:1604 471.29276:95 471.33319:39 471.34596:43 471.37363:435 472.2999:43 472.3702:107 473.30172:49 473.3401:113 474.30886:33 474.34729:45 475.3235:193,55.0551:10 57.06981:247 59.0499:18 69.06768:26 71.08552:490 73.0553:7 73.0662:123 81.07031:4 83.08538:21 85.10078:280 87.04335:62 89.06057:2255 90.06343:13 91.07751:25 97.09954:7 101.06194:15 117.09:97 127.13069:11 127.14837:134 131.06567:8 131.0724:23 133.08562:1331 135.09937:19 151.09747:14 157.08537:9 161.11499:21 171.17429:361 175.09412:15 177.10394:16 177.11307:838 178.11642:12 179.11604:12 195.12331:36 205.14771:6 215.18587:12 215.20024:396 221.13808:160 223.14996:11 239.14833:76 259.22699:199 265.16669:42 283.17325:102 284.17709:18 285.18106:31 303.25632:7 309.18817:21 321.26291:38 327.20255:467 347.28531:6 365.28772:38 409.31543:36 424.25641:7 435.33002:10 452.24026:7 453.28738:7 453.34164:790 454.34613:11 470.1994:13 470.26318:35 470.29507:14 470.31207:27 470.33759:22 470.36948:110 470.44388:18,0,0.0044406405889377935
1929,Unknown,19129,10.0882,10.20973,10.49353,473.346,16604.875,99942.8359375,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,399.3642,473.30332:119 473.34597:3585 474.34676:1018 475.29732:115 475.35075:245 476.31086:42 477.26552:88,193.04881:21 207.09972:31 266.98792:21 271.14938:20 305.1387:27 320.99582:21 357.75949:20 361.19046:78 361.20163:75 367.66156:21 378.34109:20 412.54849:21 417.25882:35 420.81464:20 445.70145:22 462.01111:22 471.29892:22 471.81409:42 473.34628:31630,0,0.13073300963123977
137,Unknown,10538,3.79795,3.911533,4.020367,476.3075,5633.4375,25098.23828125,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,265.8064,476.30745:1403 477.1529:36 477.2771:24 477.31137:302 478.30562:55 479.31164:20 481.26018:58,59.05139:7 70.0668:15 73.0645:28 84.04241:8 84.08016:7 87.04425:156 89.05963:2776 91.07562:19 115.07482:13 117.0921:28 129.10123:10 131.06676:19 131.07013:99 133.08672:1902 134.08945:7 135.10162:25 157.08289:5 161.12119:10 175.09798:77 177.11172:1159 179.12126:8 184.13347:8 195.12463:18 219.12366:17 221.1395:268 223.1543:14 239.1498:48 265.14587:10 265.16501:97 267.17694:8 283.17319:38 309.19156:62 326.17661:4 327.20071:36 353.21829:47 371.2283:60 397.22473:5 415.25677:96 441.27332:13 459.21503:9 459.24234:19 459.28018:833 459.31799:8 476.28976:23 476.30902:89,0,0.010806576292064761
361,Unknown,12419,5.34945,5.507867,5.744617,477.2664,11070.6875,63219.625,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,379.1647,477.26635:2699 477.95618:21 478.26698:477 479.27081:72 480.27355:21 481.28808:24 482.22189:71,57.03061:5 58.04111:48 59.04919:53 59.47254:5 71.04756:11 72.05586:146 73.02855:97 73.06541:104 86.03756:18 86.07212:13 87.04341:487 88.05144:123 89.06064:1734 90.01884:1995 91.07383:20 102.06672:16 103.07442:65 105.07752:24 113.05954:20 115.07388:14 116.08243:57 117.05509:12 117.09115:56 121.10815:14 131.07249:81 133.08572:1251 134.0453:110 135.09947:14 137.09964:6 137.10538:17 146.09444:14 147.10332:36 149.10394:29 151.09639:19 151.12048:35 157.08302:13 159.09825:19 161.11758:81 163.12088:25 164.12779:24 165.11009:21 165.13654:60 175.09685:94 177.11189:1024 178.07076:799 179.12666:33 179.14899:16 181.13173:127 191.12787:26 193.13342:19 194.13741:79 195.12344:37 195.14671:76 201.11018:24 205.14365:31 208.13243:12 208.15364:64 209.13916:25 209.16043:99 210.13696:22 219.12241:57 220.13353:22 221.13824:293 222.09702:1071 222.16714:35 223.17941:23 225.1564:150 235.1526:11 238.16566:185 239.17276:121 252.16254:16 252.17967:62 253.18629:77 254.16212:15 263.14822:25 264.15259:13 265.16528:103 266.12231:239 266.19269:42 268.17639:19 269.18225:116 282.19113:38 283.17181:23 283.19983:42 296.18143:14 296.20166:29 296.20673:91 297.21649:32 307.17838:21 308.17914:14 309.19186:113 310.15097:25 310.22177:88 311.20151:15 312.20013:20 313.20554:43 326.21585:271 327.20279:82 327.22406:25 328.15924:23 337.95016:5 340.23367:81 342.21106:43 351.19861:19 353.2131:14 370.23773:12 372.18497:55 384.237:23 386.24188:16 401.26398:16 416.20258:13 416.20859:45 460.23907:1033 477.26413:84,0,0.016666666666666666
837,Unknown,18106,8.827784,8.977433,9.28195,478.2238,5707.4375,40433.625,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,196.2045,478.19837:69 478.2241:1175 478.26483:109 479.19355:50 479.23432:283 479.26222:1215 479.38884:104 480.22842:128 480.26709:317 480.40459:54 480.42393:176 481.26442:107 481.32033:54 481.43002:43 482.22403:63 482.30368:70 482.3575:191 482.40487:562 483.18028:130 483.21907:105,59.04763:114 72.05664:210 73.02933:142 73.06871:51 83.0827:103 87.04335:1037 88.05229:122 89.05964:456 90.0197:971 97.06669:26 101.05897:38 103.07334:117 107.06837:21 111.08149:20 116.08234:23 117.09212:145 119.06809:83 119.0959:20 121.0854:61 130.04861:20 131.07014:557 133.08109:125 133.08562:313 133.10031:64 134.04633:21 135.1062:20 147.1032:68 151.09627:45 153.09102:51 158.05624:20 160.08636:20 161.12369:28 163.09947:70 165.13011:36 175.09801:343 177.09871:62 177.11436:105 178.07062:581 181.02606:20 184.07231:104 191.12637:38 195.12192:80 195.15204:21 205.09714:24 205.10275:63 205.14207:44 207.12654:65 208.0771:42 208.1563:30 209.12624:72 209.16168:45 213.1573:32 219.12077:255 222.0983:421 222.16989:34 223.14262:83 224.14828:21 239.1468:144 240.10735:59 245.14005:25 249.18398:557 252.1032:45 252.18259:66 253.144:74 253.15335:174 256.22275:29 264.15558:28 266.1221:234 266.14609:112 266.15887:169 266.16849:76 266.20047:49 267.12091:49 267.14816:59 267.19623:123 269.12738:21 282.18927:37 283.15012:151 283.17322:80 294.16522:93 296.13565:226 296.20312:110 296.24869:21 300.23718:21 307.17126:136 310.14383:105 311.18915:65 313.15497:39 317.19598:21 322.13495:20 326.21561:57 327.17239:102 327.18835:106 337.27625:60 341.19785:77 341.20328:90 343.15988:63 353.17966:54 356.22592:24 371.20758:232 384.18674:401 387.1958:40 401.20474:120 404.72516:17 461.18976:68 461.25504:41 478.18936:58 478.2215:166 478.27081:52 478.30084:51 478.32657:65,0,0.04019679061305
2128,Unknown,19613,10.60832,10.68748,10.82292,479.2505,3452.625,15279.0703125,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,135.2435,479.25047:869 480.25319:190 481.2462:294 481.41825:44 482.25315:156 482.37371:96 482.406:2147 483.24391:114 483.37106:64 483.4077:697,55.05505:10 85.1016:10 92.02005:10 95.0863:31 109.10349:10 124.99424:10 148.97444:49 149.97638:10 158.99413:44 163.11308:10 170.99205:15 173.0079:41 174.98891:51 177.23557:10 181.05624:38 185.01099:32 186.98962:20 187.02718:39 188.98285:10 188.99902:10 190.98799:69 193.00099:47 195.07382:22 199.02583:30 201.04451:32 203.09851:10 205.00011:92 205.04082:10 207.06429:17 208.99425:40 209.08211:94 215.01744:19 215.05911:12 217.03745:22 219.01466:30 219.02483:10 221.21805:51 223.00919:66 223.09557:26 229.03526:33 229.14655:10 231.02754:10 233.03293:102 239.23453:26 241.02092:112 243.08746:19 245.02933:19 247.04823:62 247.06364:10 263.22571:10 270.07196:10 281.10321:10 283.17462:25 313.1651:147 313.27441:190 314.17383:18 327.17386:11 365.16745:11 369.19101:39 373.20441:11 385.19196:11 387.20316:220 397.13263:25 405.17853:62 405.20023:150 405.21405:1298 410.90515:11 419.23923:30 423.86841:11 429.21323:27 438.16699:11 447.22351:51 461.21042:27 461.2399:273 479.20984:28 479.25491:78 479.33218:54 479.37082:43 479.40515:43 479.42447:82 479.45453:43,0,0.16336261944083885
1851,Unknown,18986,9.9631,10.0335,10.20973,482.3662,6014.5625,34580.26953125,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,385.8586,482.32532:105 482.36622:1076 482.40282:1046 482.83138:21 483.32909:53 483.37003:341 483.40883:339 484.33821:34 484.37273:78 484.41372:77 484.46766:37 485.29008:85 485.35703:53 485.85171:23 486.29477:31 486.35962:33 487.3243:212 487.36109:116,57.07131:38 59.04916:46 60.04389:10 62.06058:79 71.08389:52 77.05931:75 85.10442:29 87.04429:268 87.05618:10 89.0606:2581 91.0766:23 95.91315:10 103.03954:1107 119.0692:54 121.08761:29 129.09016:10 131.04776:40 131.07132:337 133.08679:1618 147.06641:267 151.09631:69 155.01225:20 163.0845:73 163.09702:378 165.11253:108 175.09547:413 177.11182:1578 183.17574:30 191.09122:485 195.11104:25 195.12199:296 195.1713:10 207.12239:119 209.10648:58 214.11739:19 217.08249:10 221.13815:104 233.17392:10 235.11794:105 239.12718:28 239.14992:206 251.14851:763 251.51373:10 253.13316:29 265.15878:24 274.33881:10 279.12823:28 279.14297:421 283.14694:69 283.17499:3487 286.14044:10 297.15384:1814 327.2204:11 341.28491:24 341.30664:263 367.80084:26 415.52472:11 441.80707:32 464.30878:33 465.33804:61 465.37823:64 482.20871:41 482.31851:30 482.36801:69 482.39816:71 482.45844:28,0,0.01999319831917308
2065,Unknown,19481,10.40593,10.57437,10.94813,482.406,241288.9375,1762070.375,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,60971.57,482.40605:57678 483.4099:16375 484.41048:2359 485.41425:404 487.30589:63 487.36216:4395,74.80123:20 87.04372:71 89.05909:3887 90.06472:20 107.07074:39 131.07045:47 133.08591:6060 151.10011:79 175.09818:44 177.11192:2747 179.12538:60 193.19334:20 195.12202:533 221.13954:284 239.14827:734 265.16492:128 283.17633:11234 284.18347:41 465.38129:108 482.40121:250,0,0.015059867670727402
1354,Unknown,18315,8.653,9.2411,9.46215,482.4066,8507.875,210094.140625,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,565.2814,482.36789:396 482.40664:1419 483.37385:163 483.40834:626 484.34203:409 484.38734:353 485.38245:126 486.36561:727 487.31947:189 487.36275:522,62.05906:31 71.08392:25 73.06542:37 74.09633:20 85.09994:46 87.04434:86 89.06064:2567 91.07384:27 91.98355:20 96.09281:20 99.11629:20 104.10607:85 109.10163:20 115.07178:47 119.08424:32 127.10868:29 131.07588:20 133.08685:1777 145.0985:20 149.79903:20 151.09518:83 171.11543:20 175.0761:20 177.09756:33 177.11452:1057 179.10307:20 180.15939:20 184.07381:39 184.12169:20 195.12346:175 195.13441:35 200.10081:33 207.12672:21 221.13535:70 226.17546:33 227.16429:51 230.114:42 239.14851:251 242.54715:21 243.15974:21 254.12776:31 265.14453:55 265.16211:75 271.26587:21 283.17511:4081 284.17566:24 310.16479:32 318.24814:58 325.0466:20 341.30319:190 409.34549:21 421.27167:38 441.80316:33 464.30057:58 465.3573:35 465.37845:155 482.10562:22 482.20032:49 482.25201:57 482.30151:44 482.33167:98 482.35532:60 482.39624:75 482.43283:58,0,0.038362345089808174
1479,Unknown,18392,9.185516,9.337433,9.4487,484.3485,10256.125,59886.44140625,,[M+H]+,M + 0,nan,,,,,,,999,False,False,False,,,,,,847.0853,484.34848:2938 484.383:126 485.3522:865 485.38891:68 486.35478:180 487.32378:132 487.36273:231 488.26341:226 488.39122:73 489.26467:81 489.30587:727,57.07277:44 59.04989:61 71.08551:44 73.06368:52 84.08916:20 87.04334:51 89.06056:513 97.1005:31 99.08302:20 101.05799:100 133.08221:127 133.08562:530 134.08946:55 141.12766:69 177.10522:24 177.11176:478 178.11118:42 185.15251:12240 186.15694:52 195.12328:38 201.18231:36 229.18236:109 229.19275:37 245.21986:21 259.24277:20 273.20978:45 283.17816:109 284.18201:96 285.1777:100 285.1926:21 315.14612:20 317.2309:81 327.20255:119 386.80432:20 439.31516:43 439.32544:105 467.29807:92 467.31927:642 484.21039:38 484.26862:89 484.3053:68 484.33981:90 484.38513:215 484.41748:47,0,0.15298741785266415
1752,Unknown,18689,9.545167,9.711884,9.81285,484.3854,7946.4375,47274.6328125,,[M+H]+,M + 0,similar chromatogram in higher mz_1747,,,,,,,999,False,False,False,,,,,,664.624,484.27974:19 484.34662:47 484.38545:1628 485.3892:448 487.3587:113 488.3092:38 488.35902:74 489.04815:30 489.29315:23 489.33652:99,57.06835:58 59.04992:31 71.08554:83 73.06538:17 75.02401:7 85.10171:97 87.04521:35 89.0606:1481 90.06253:26 91.0766:15 97.10344:7 101.05901:17 101.09745:7 115.12221:7 117.08898:23 131.07356:18 133.08566:1303 134.08611:13 141.16148:24 151.09633:17 175.09677:26 177.11183:831 178.11125:18 179.12791:13 185.15259:123 185.1886:75 195.12064:82 213.12733:7 218.08891:13 221.13815:191 223.1515:13 229.21362:65 239.1469:180 253.97765:7 265.16199:31 273.24231:44 283.17499:156 284.17883:70 285.1795:39 309.19345:35 327.17252:44 327.2009:2138 367.45877:7 377.12003:7 379.3067:12 423.33429:11 441.24063:7 443.81006:11 467.3555:182 484.24725:25 484.2861:17 484.3465:37 484.38531:99 484.45868:36 484.48456:20,0,0.021372640719951163
